tiempo,muestra_id,etiqueta,MQ2,MQ4,MQ135,MQ3,MQ7,MQ9,temp,humedad
21,bio_oil_mezcla_030,bio_oil_mezcla,262.18,189.46,384.81,400.67,191.51,178.88,22.26,60.62
22,bio_oil_mezcla_030,bio_oil_mezcla,256.93,196.39,399.35,408.11,196.85,186.28,22.11,59.76
23,bio_oil_mezcla_030,bio_oil_mezcla,264.09,200.12,403.42,419.58,199.56,191.53,22.39,60.69
24,bio_oil_mezcla_030,bio_oil_mezcla,274.16,207.21,411.93,422.97,206.95,195.8,22.65,61.16
25,bio_oil_mezcla_030,bio_oil_mezcla,278.23,208.13,415.07,425.59,203.23,196.69,22.08,60.69
26,bio_oil_mezcla_030,bio_oil_mezcla,282.33,215.24,422.22,430.04,207.62,203.39,22.49,62.03
27,bio_oil_mezcla_030,bio_oil_mezcla,285.75,212.36,429.02,441.17,219.35,199.53,22.85,61.33
28,bio_oil_mezcla_030,bio_oil_mezcla,293.81,213.2,440.94,448.51,216.34,199.92,21.93,61.18
29,bio_oil_mezcla_030,bio_oil_mezcla,289.93,224.43,438.98,453.36,216.54,207.31,22.13,60.65
30,bio_oil_mezcla_030,bio_oil_mezcla,293.42,225.98,444.98,457.71,225.22,208.18,22.22,60.7
31,bio_oil_mezcla_030,bio_oil_mezcla,301.3,227.52,450.07,463.74,229.98,207.06,22.13,60.57
32,bio_oil_mezcla_030,bio_oil_mezcla,302.53,224.41,452.48,470.31,223.26,214.07,21.97,61.09
33,bio_oil_mezcla_030,bio_oil_mezcla,305.83,232.51,460.05,469.25,229.2,211.01,22.32,61.52
34,bio_oil_mezcla_030,bio_oil_mezcla,306.93,231.28,460.78,474.03,228.24,218.03,22.15,61.07
35,bio_oil_mezcla_030,bio_oil_mezcla,311.15,233.58,462.41,478.99,233.77,217.75,21.93,60.28
36,bio_oil_mezcla_030,bio_oil_mezcla,309.34,233.6,465.64,477.26,229.5,217.08,22.53,62.14
37,bio_oil_mezcla_030,bio_oil_mezcla,315.37,235.54,470.79,485.86,235.9,219.21,22.11,61.85
38,bio_oil_mezcla_030,bio_oil_mezcla,311.67,240.21,468.16,489.81,231.54,226.54,22.05,61.07
39,bio_oil_mezcla_030,bio_oil_mezcla,319.96,235.51,476.44,490.36,240.77,225.24,22.27,60.33
40,bio_oil_mezcla_030,bio_oil_mezcla,317.27,239.75,482.37,489.6,238.22,227.21,22.16,61.0
41,bio_oil_mezcla_030,bio_oil_mezcla,314.77,239.79,482.57,493.74,234.92,221.5,22.45,61.18
42,bio_oil_mezcla_030,bio_oil_mezcla,324.42,244.04,490.53,501.42,241.14,224.62,22.3,61.61
43,bio_oil_mezcla_030,bio_oil_mezcla,320.6,244.62,485.64,501.39,241.34,228.04,22.46,61.18
44,bio_oil_mezcla_030,bio_oil_mezcla,318.99,241.39,492.13,498.81,239.43,225.45,22.05,61.01
45,bio_oil_mezcla_030,bio_oil_mezcla,326.9,246.33,487.29,502.62,243.11,231.77,22.11,61.18
46,bio_oil_mezcla_030,bio_oil_mezcla,326.25,244.29,492.83,504.12,245.62,230.74,22.29,61.16
47,bio_oil_mezcla_030,bio_oil_mezcla,327.82,247.05,491.85,505.98,243.88,229.49,22.23,61.13
48,bio_oil_mezcla_030,bio_oil_mezcla,330.37,244.0,494.44,509.95,247.38,231.48,22.05,61.11
49,bio_oil_mezcla_030,bio_oil_mezcla,330.21,243.02,498.96,507.74,247.76,224.5,22.42,60.7
50,bio_oil_mezcla_030,bio_oil_mezcla,329.11,245.77,494.5,512.08,252.37,234.05,22.37,60.4
51,bio_oil_mezcla_030,bio_oil_mezcla,331.82,248.04,493.85,511.0,248.36,230.85,22.26,60.38
52,bio_oil_mezcla_030,bio_oil_mezcla,339.03,250.55,496.83,513.1,244.53,227.88,22.16,61.11
53,bio_oil_mezcla_030,bio_oil_mezcla,328.7,247.7,499.68,511.95,252.06,233.88,22.11,61.07
54,bio_oil_mezcla_030,bio_oil_mezcla,330.68,248.37,504.66,521.13,248.55,233.46,22.12,61.56
55,bio_oil_mezcla_030,bio_oil_mezcla,339.65,249.57,497.47,519.79,252.42,237.69,22.24,59.97
56,bio_oil_mezcla_030,bio_oil_mezcla,330.82,257.23,501.86,515.33,245.02,235.68,22.21,60.38
57,bio_oil_mezcla_030,bio_oil_mezcla,332.1,249.77,504.18,523.85,250.07,239.52,22.2,60.59
58,bio_oil_mezcla_030,bio_oil_mezcla,339.56,253.96,507.6,520.66,258.77,235.79,22.3,60.64
59,bio_oil_mezcla_030,bio_oil_mezcla,338.73,252.48,506.37,524.58,252.03,237.37,22.48,60.51
0,bio_oil_mezcla_031,bio_oil_mezcla,1.5,3.5,2.86,0.0,0.0,0.0,22.49,61.27
1,bio_oil_mezcla_031,bio_oil_mezcla,27.71,18.47,31.67,31.25,16.9,19.45,22.27,60.41
2,bio_oil_mezcla_031,bio_oil_mezcla,49.67,29.93,58.92,70.6,27.35,32.95,22.48,61.2
3,bio_oil_mezcla_031,bio_oil_mezcla,67.12,49.27,90.76,95.36,42.57,41.07,22.25,60.16
4,bio_oil_mezcla_031,bio_oil_mezcla,87.92,56.34,121.97,125.44,55.31,56.38,22.19,60.85
5,bio_oil_mezcla_031,bio_oil_mezcla,109.93,72.15,142.54,152.15,63.41,62.11,21.99,60.99
6,bio_oil_mezcla_031,bio_oil_mezcla,131.42,87.03,166.74,173.37,75.04,74.72,22.59,60.9
7,bio_oil_mezcla_031,bio_oil_mezcla,146.87,96.51,189.66,193.89,88.95,86.46,22.38,60.86
8,bio_oil_mezcla_031,bio_oil_mezcla,161.53,102.28,212.58,214.79,93.63,93.55,22.3,61.68
9,bio_oil_mezcla_031,bio_oil_mezcla,172.99,115.21,230.96,236.29,111.11,109.0,22.48,61.42
10,bio_oil_mezcla_031,bio_oil_mezcla,186.07,120.99,245.15,262.16,111.77,113.46,21.88,61.54
11,bio_oil_mezcla_031,bio_oil_mezcla,200.9,135.06,267.8,275.9,125.2,124.87,22.27,61.5
12,bio_oil_mezcla_031,bio_oil_mezcla,217.72,136.51,280.89,293.85,132.29,129.1,22.33,61.12
13,bio_oil_mezcla_031,bio_oil_mezcla,218.03,147.01,294.7,307.01,139.87,136.0,22.18,62.05
14,bio_oil_mezcla_031,bio_oil_mezcla,239.96,147.71,310.5,324.83,147.98,140.54,22.44,60.61
15,bio_oil_mezcla_031,bio_oil_mezcla,240.84,159.51,326.45,334.37,151.82,147.73,22.17,60.8
16,bio_oil_mezcla_031,bio_oil_mezcla,252.09,166.45,334.76,341.44,156.93,153.31,22.13,60.73
17,bio_oil_mezcla_031,bio_oil_mezcla,261.12,170.91,348.37,363.12,156.48,154.11,22.17,61.35
18,bio_oil_mezcla_031,bio_oil_mezcla,266.5,172.73,358.71,367.62,161.78,164.05,22.17,61.25
19,bio_oil_mezcla_031,bio_oil_mezcla,277.41,174.45,369.12,378.07,170.17,168.15,22.13,60.65
20,bio_oil_mezcla_031,bio_oil_mezcla,282.31,183.3,378.85,386.29,174.98,167.08,21.97,61.18
21,bio_oil_mezcla_031,bio_oil_mezcla,293.36,190.07,392.32,398.62,179.22,180.08,22.04,61.18
22,bio_oil_mezcla_031,bio_oil_mezcla,296.3,186.89,394.65,410.52,182.31,177.66,22.31,59.88
23,bio_oil_mezcla_031,bio_oil_mezcla,303.75,196.64,399.97,415.85,188.61,187.14,22.27,61.08
24,bio_oil_mezcla_031,bio_oil_mezcla,307.46,200.92,407.41,422.49,190.27,188.51,22.07,60.58
25,bio_oil_mezcla_031,bio_oil_mezcla,312.07,204.79,417.61,426.94,197.18,183.6,22.09,61.05
26,bio_oil_mezcla_031,bio_oil_mezcla,316.72,206.91,420.33,425.41,199.06,192.3,22.38,59.99
27,bio_oil_mezcla_031,bio_oil_mezcla,317.86,210.0,424.55,438.64,202.03,191.96,22.45,60.6
28,bio_oil_mezcla_031,bio_oil_mezcla,327.24,210.84,438.66,446.41,203.26,194.0,22.06,61.2
29,bio_oil_mezcla_031,bio_oil_mezcla,330.52,212.86,443.54,451.14,205.88,200.28,21.93,61.77
30,bio_oil_mezcla_031,bio_oil_mezcla,336.77,217.21,450.42,456.03,207.14,200.84,22.17,61.96
31,bio_oil_mezcla_031,bio_oil_mezcla,338.25,220.77,447.57,458.75,208.02,200.4,22.24,61.75
32,bio_oil_mezcla_031,bio_oil_mezcla,342.58,216.64,453.52,457.86,213.13,205.18,22.61,61.22
33,bio_oil_mezcla_031,bio_oil_mezcla,338.94,220.14,457.31,469.33,211.14,206.55,22.05,61.1
34,bio_oil_mezcla_031,bio_oil_mezcla,343.16,224.51,457.27,477.36,211.49,210.97,22.15,61.16
35,bio_oil_mezcla_031,bio_oil_mezcla,346.93,226.31,463.62,472.72,220.89,209.48,22.32,61.36
36,bio_oil_mezcla_031,bio_oil_mezcla,351.0,230.92,463.79,473.95,211.68,208.79,22.29,62.32
37,bio_oil_mezcla_031,bio_oil_mezcla,357.36,235.11,467.15,485.25,218.99,209.07,22.54,60.73
38,bio_oil_mezcla_031,bio_oil_mezcla,359.18,234.16,471.69,480.86,220.8,218.13,22.22,61.51
39,bio_oil_mezcla_031,bio_oil_mezcla,355.79,232.12,475.04,489.11,219.78,214.05,21.9,61.09
40,bio_oil_mezcla_031,bio_oil_mezcla,356.29,230.74,477.08,490.41,223.37,218.62,22.23,60.59
41,bio_oil_mezcla_031,bio_oil_mezcla,360.57,233.51,478.85,490.51,221.92,220.4,22.3,61.32
42,bio_oil_mezcla_031,bio_oil_mezcla,364.49,233.61,482.88,494.38,225.32,219.71,21.89,61.62
43,bio_oil_mezcla_031,bio_oil_mezcla,360.9,238.5,486.1,496.8,221.88,220.1,22.19,60.98
44,bio_oil_mezcla_031,bio_oil_mezcla,363.22,240.88,491.57,504.12,228.44,222.57,21.89,61.07
45,bio_oil_mezcla_031,bio_oil_mezcla,366.63,233.49,494.21,500.36,224.39,218.25,22.25,61.21
46,bio_oil_mezcla_031,bio_oil_mezcla,370.47,237.9,489.97,501.79,226.43,219.86,22.59,61.44
47,bio_oil_mezcla_031,bio_oil_mezcla,367.91,242.55,494.58,501.79,225.68,221.98,22.39,62.11
48,bio_oil_mezcla_031,bio_oil_mezcla,368.08,238.66,493.94,505.02,232.78,223.78,22.3,60.8
49,bio_oil_mezcla_031,bio_oil_mezcla,370.35,238.89,493.55,504.55,230.47,223.32,21.95,61.23
50,bio_oil_mezcla_031,bio_oil_mezcla,371.81,246.16,495.06,506.49,227.97,225.8,22.28,60.75
51,bio_oil_mezcla_031,bio_oil_mezcla,371.01,244.79,496.84,509.43,235.14,221.36,22.13,61.75
52,bio_oil_mezcla_031,bio_oil_mezcla,373.17,241.89,498.94,511.34,234.3,228.12,22.06,61.06
53,bio_oil_mezcla_031,bio_oil_mezcla,374.86,242.56,499.23,506.46,232.38,226.75,22.11,61.43
54,bio_oil_mezcla_031,bio_oil_mezcla,376.94,242.51,503.32,512.63,229.99,230.39,22.22,60.49
55,bio_oil_mezcla_031,bio_oil_mezcla,372.53,246.15,502.25,516.51,233.97,223.42,22.09,62.12
56,bio_oil_mezcla_031,bio_oil_mezcla,380.96,247.01,504.05,515.58,237.22,229.44,22.24,61.67
57,bio_oil_mezcla_031,bio_oil_mezcla,377.04,245.47,504.9,517.27,232.2,231.58,22.32,60.99
58,bio_oil_mezcla_031,bio_oil_mezcla,377.59,250.56,503.69,514.98,231.33,221.36,22.08,60.74
59,bio_oil_mezcla_031,bio_oil_mezcla,382.4,242.53,503.3,512.13,232.7,236.14,21.84,60.86
0,bio_oil_mezcla_032,bio_oil_mezcla,0.0,5.09,0.0,0.0,2.48,0.0,22.04,60.82
1,bio_oil_mezcla_032,bio_oil_mezcla,20.83,23.3,36.82,30.83,17.94,15.15,22.41,60.87
2,bio_oil_mezcla_032,bio_oil_mezcla,40.76,40.24,67.42,54.15,37.07,35.71,22.34,62.01
3,bio_oil_mezcla_032,bio_oil_mezcla,54.43,52.26,102.03,76.54,52.77,44.64,22.07,61.16
4,bio_oil_mezcla_032,bio_oil_mezcla,79.72,69.33,132.35,99.5,71.45,61.08,22.31,60.72
5,bio_oil_mezcla_032,bio_oil_mezcla,91.84,84.12,158.41,118.65,88.44,79.29,22.09,60.77
6,bio_oil_mezcla_032,bio_oil_mezcla,108.68,96.95,182.32,140.33,98.88,90.86,22.47,60.99
7,bio_oil_mezcla_032,bio_oil_mezcla,120.08,112.32,205.43,162.5,111.29,101.13,22.14,61.19
8,bio_oil_mezcla_032,bio_oil_mezcla,129.58,122.64,233.09,179.56,119.82,108.5,22.15,61.2
9,bio_oil_mezcla_032,bio_oil_mezcla,146.71,134.17,253.77,194.1,137.99,121.8,22.06,60.26
10,bio_oil_mezcla_032,bio_oil_mezcla,164.12,142.5,271.94,205.12,149.13,131.94,22.5,60.26
11,bio_oil_mezcla_032,bio_oil_mezcla,165.93,152.54,297.6,215.18,157.23,143.77,22.2,61.89
12,bio_oil_mezcla_032,bio_oil_mezcla,179.62,165.18,308.86,232.49,163.42,153.45,22.13,60.82
13,bio_oil_mezcla_032,bio_oil_mezcla,187.94,170.58,326.57,244.75,175.58,162.94,22.32,61.58
14,bio_oil_mezcla_032,bio_oil_mezcla,202.82,183.22,339.5,251.54,178.3,167.49,22.29,61.49
15,bio_oil_mezcla_032,bio_oil_mezcla,206.25,190.19,354.61,269.24,191.58,177.78,22.07,60.83
16,bio_oil_mezcla_032,bio_oil_mezcla,221.48,189.87,372.08,277.16,197.85,184.68,22.57,60.94
17,bio_oil_mezcla_032,bio_oil_mezcla,229.06,198.13,376.29,288.38,199.14,185.88,22.07,61.25
18,bio_oil_mezcla_032,bio_oil_mezcla,230.71,207.29,393.98,296.32,215.05,193.73,22.49,61.13
19,bio_oil_mezcla_032,bio_oil_mezcla,238.19,204.34,401.12,305.94,213.97,200.19,21.88,60.68
20,bio_oil_mezcla_032,bio_oil_mezcla,238.15,219.04,415.38,317.53,225.35,206.46,22.27,60.29
21,bio_oil_mezcla_032,bio_oil_mezcla,254.05,226.39,423.27,320.76,230.1,205.04,22.12,59.88
22,bio_oil_mezcla_032,bio_oil_mezcla,249.81,234.58,431.92,324.48,231.1,216.12,22.23,61.42
23,bio_oil_mezcla_032,bio_oil_mezcla,254.65,236.74,445.24,329.16,237.44,219.87,22.28,61.07
24,bio_oil_mezcla_032,bio_oil_mezcla,259.07,236.65,448.0,346.82,236.06,224.68,22.31,60.08
25,bio_oil_mezcla_032,bio_oil_mezcla,269.36,240.52,458.64,344.58,246.63,221.52,22.25,61.15
26,bio_oil_mezcla_032,bio_oil_mezcla,269.21,244.32,460.64,353.0,246.59,228.14,22.42,61.27
27,bio_oil_mezcla_032,bio_oil_mezcla,275.45,245.57,467.97,356.38,255.81,224.26,22.12,60.73
28,bio_oil_mezcla_032,bio_oil_mezcla,276.14,246.41,476.86,361.45,255.73,233.45,22.09,60.52
29,bio_oil_mezcla_032,bio_oil_mezcla,282.98,251.95,481.75,360.36,261.42,236.59,22.11,60.74
30,bio_oil_mezcla_032,bio_oil_mezcla,288.4,258.56,491.06,370.79,257.05,239.22,22.23,61.1
31,bio_oil_mezcla_032,bio_oil_mezcla,291.71,258.94,487.28,373.17,263.77,240.12,21.84,62.01
32,bio_oil_mezcla_032,bio_oil_mezcla,294.61,259.83,493.98,374.63,266.52,243.3,22.12,60.94
33,bio_oil_mezcla_032,bio_oil_mezcla,290.1,267.48,500.54,374.99,267.99,244.35,22.23,60.0
34,bio_oil_mezcla_032,bio_oil_mezcla,294.52,270.67,499.49,379.93,272.9,253.37,22.35,61.78
35,bio_oil_mezcla_032,bio_oil_mezcla,300.96,263.61,508.13,384.55,268.03,244.99,22.37,60.94
36,bio_oil_mezcla_032,bio_oil_mezcla,299.91,272.48,515.09,384.57,271.94,250.87,22.07,61.93
37,bio_oil_mezcla_032,bio_oil_mezcla,304.37,274.3,514.97,388.67,267.85,259.92,22.14,61.43
38,bio_oil_mezcla_032,bio_oil_mezcla,306.32,273.61,522.79,394.67,274.36,257.77,22.44,61.0
39,bio_oil_mezcla_032,bio_oil_mezcla,306.98,275.04,517.88,394.0,278.48,255.75,21.79,61.8
40,bio_oil_mezcla_032,bio_oil_mezcla,310.48,274.51,521.06,392.65,274.76,254.72,22.23,61.21
41,bio_oil_mezcla_032,bio_oil_mezcla,305.19,277.48,525.29,395.58,282.3,256.16,22.61,60.71
42,bio_oil_mezcla_032,bio_oil_mezcla,308.45,276.36,520.63,400.44,278.35,260.82,22.09,61.61
43,bio_oil_mezcla_032,bio_oil_mezcla,310.56,276.07,529.33,408.4,282.59,259.7,22.33,60.7
44,bio_oil_mezcla_032,bio_oil_mezcla,312.07,282.34,527.96,404.95,287.62,259.92,22.35,61.43
45,bio_oil_mezcla_032,bio_oil_mezcla,312.95,287.27,537.83,402.2,286.71,264.76,22.38,61.27
46,bio_oil_mezcla_032,bio_oil_mezcla,316.9,284.76,541.82,405.38,283.58,266.71,22.15,60.76
47,bio_oil_mezcla_032,bio_oil_mezcla,315.05,285.88,534.53,408.87,285.84,267.39,22.21,61.21
48,bio_oil_mezcla_032,bio_oil_mezcla,312.58,280.77,539.56,413.83,285.93,271.21,22.3,60.79
49,bio_oil_mezcla_032,bio_oil_mezcla,315.97,287.76,544.12,410.48,288.86,267.68,22.01,60.69
50,bio_oil_mezcla_032,bio_oil_mezcla,318.71,287.7,540.81,410.56,289.05,263.8,22.02,61.32
51,bio_oil_mezcla_032,bio_oil_mezcla,323.45,289.05,539.47,414.04,290.45,269.97,22.22,61.55
52,bio_oil_mezcla_032,bio_oil_mezcla,321.57,284.56,545.92,412.21,290.6,270.32,22.3,60.72
53,bio_oil_mezcla_032,bio_oil_mezcla,321.13,284.53,547.17,413.96,293.03,267.52,22.82,61.55
54,bio_oil_mezcla_032,bio_oil_mezcla,319.88,291.3,547.21,414.74,282.2,270.33,22.41,60.77
55,bio_oil_mezcla_032,bio_oil_mezcla,316.45,288.48,546.9,419.53,293.27,268.24,22.42,60.86
56,bio_oil_mezcla_032,bio_oil_mezcla,317.48,288.24,549.37,412.46,296.13,275.96,22.49,60.77
57,bio_oil_mezcla_032,bio_oil_mezcla,318.44,284.42,547.11,409.38,294.71,275.48,22.27,60.75
58,bio_oil_mezcla_032,bio_oil_mezcla,326.38,289.7,548.08,415.75,291.43,271.06,22.42,61.02
59,bio_oil_mezcla_032,bio_oil_mezcla,318.89,292.23,551.24,415.7,293.99,275.13,22.14,61.17
0,bio_oil_mezcla_033,bio_oil_mezcla,0.0,1.78,0.0,1.08,2.61,2.44,22.65,60.7
1,bio_oil_mezcla_033,bio_oil_mezcla,17.91,14.26,33.5,34.72,14.13,22.8,21.88,60.82
2,bio_oil_mezcla_033,bio_oil_mezcla,49.97,30.49,60.54,59.33,37.33,31.58,22.52,60.93
3,bio_oil_mezcla_033,bio_oil_mezcla,69.3,47.46,81.71,87.44,49.78,49.25,22.19,61.24
4,bio_oil_mezcla_033,bio_oil_mezcla,89.17,58.47,112.8,112.8,66.81,67.84,22.2,60.95
5,bio_oil_mezcla_033,bio_oil_mezcla,113.33,70.57,135.96,130.94,82.68,80.77,22.17,60.63
6,bio_oil_mezcla_033,bio_oil_mezcla,123.18,81.81,154.23,160.64,100.2,90.46,22.26,60.7
7,bio_oil_mezcla_033,bio_oil_mezcla,146.56,97.56,178.2,182.62,103.29,104.53,22.38,61.9
8,bio_oil_mezcla_033,bio_oil_mezcla,162.83,106.58,195.59,199.33,126.42,119.11,22.16,61.15
9,bio_oil_mezcla_033,bio_oil_mezcla,175.66,115.68,215.45,215.42,129.45,131.88,22.05,60.89
10,bio_oil_mezcla_033,bio_oil_mezcla,189.79,123.47,230.35,234.47,148.5,140.46,22.21,62.23
11,bio_oil_mezcla_033,bio_oil_mezcla,199.54,133.32,246.13,253.44,154.12,156.07,22.28,61.23
12,bio_oil_mezcla_033,bio_oil_mezcla,210.83,138.39,261.7,266.47,164.34,156.04,22.07,60.16
13,bio_oil_mezcla_033,bio_oil_mezcla,228.55,146.07,273.22,283.98,169.12,169.78,22.29,61.6
14,bio_oil_mezcla_033,bio_oil_mezcla,237.92,156.25,285.28,291.39,181.81,167.88,21.94,60.88
15,bio_oil_mezcla_033,bio_oil_mezcla,244.17,156.62,298.13,306.55,185.26,180.27,21.73,61.44
16,bio_oil_mezcla_033,bio_oil_mezcla,259.49,165.79,310.13,317.48,194.9,188.99,21.97,60.76
17,bio_oil_mezcla_033,bio_oil_mezcla,260.11,176.11,320.37,328.26,201.86,191.66,22.07,60.21
18,bio_oil_mezcla_033,bio_oil_mezcla,274.64,178.43,328.8,346.11,207.79,196.51,22.58,60.92
19,bio_oil_mezcla_033,bio_oil_mezcla,277.28,182.03,340.67,347.49,217.19,203.48,22.12,60.45
20,bio_oil_mezcla_033,bio_oil_mezcla,285.75,180.78,344.9,358.56,217.59,210.22,22.18,60.64
21,bio_oil_mezcla_033,bio_oil_mezcla,282.69,191.21,350.38,362.09,223.19,215.52,22.31,60.69
22,bio_oil_mezcla_033,bio_oil_mezcla,297.24,195.46,363.78,373.5,223.77,216.97,22.27,61.33
23,bio_oil_mezcla_033,bio_oil_mezcla,304.61,199.6,376.65,384.85,229.87,228.77,22.37,61.84
24,bio_oil_mezcla_033,bio_oil_mezcla,311.36,200.32,378.99,386.19,237.79,222.49,22.28,61.2
25,bio_oil_mezcla_033,bio_oil_mezcla,317.73,208.6,382.05,392.15,237.22,229.86,22.16,61.48
26,bio_oil_mezcla_033,bio_oil_mezcla,313.33,204.37,384.8,399.32,244.5,235.16,22.01,61.47
27,bio_oil_mezcla_033,bio_oil_mezcla,326.87,213.97,393.01,405.2,249.13,237.22,22.23,61.19
28,bio_oil_mezcla_033,bio_oil_mezcla,327.06,212.93,400.71,412.49,245.5,240.27,22.02,60.98
29,bio_oil_mezcla_033,bio_oil_mezcla,335.42,218.55,403.65,421.46,247.14,241.56,22.23,60.5
30,bio_oil_mezcla_033,bio_oil_mezcla,330.8,222.34,413.36,417.92,261.77,238.66,22.22,60.44
31,bio_oil_mezcla_033,bio_oil_mezcla,338.41,221.72,412.39,420.2,257.89,248.35,22.24,60.27
32,bio_oil_mezcla_033,bio_oil_mezcla,345.74,221.47,417.63,429.51,261.52,247.37,21.8,61.85
33,bio_oil_mezcla_033,bio_oil_mezcla,348.04,230.57,420.23,434.23,259.29,253.87,22.2,61.14
34,bio_oil_mezcla_033,bio_oil_mezcla,347.27,230.36,420.7,433.92,264.4,257.2,22.31,61.65
35,bio_oil_mezcla_033,bio_oil_mezcla,355.13,231.14,427.44,434.96,261.61,252.4,21.99,61.31
36,bio_oil_mezcla_033,bio_oil_mezcla,348.19,234.72,429.7,437.95,272.79,262.43,22.39,61.05
37,bio_oil_mezcla_033,bio_oil_mezcla,356.49,226.79,430.43,442.48,264.5,259.77,22.26,60.55
38,bio_oil_mezcla_033,bio_oil_mezcla,356.11,231.92,431.21,448.62,274.28,264.19,22.2,60.52
39,bio_oil_mezcla_033,bio_oil_mezcla,357.66,237.22,438.47,445.98,273.31,263.12,22.13,61.01
40,bio_oil_mezcla_033,bio_oil_mezcla,358.09,238.85,440.42,454.86,270.23,264.78,22.55,60.67
41,bio_oil_mezcla_033,bio_oil_mezcla,365.51,237.56,445.04,452.43,279.68,267.53,22.01,61.42
42,bio_oil_mezcla_033,bio_oil_mezcla,367.4,242.05,439.91,456.58,283.63,268.08,21.81,61.3
43,bio_oil_mezcla_033,bio_oil_mezcla,368.36,243.35,443.82,453.87,281.61,267.87,22.16,60.56
44,bio_oil_mezcla_033,bio_oil_mezcla,367.75,238.19,442.49,457.48,277.08,264.18,22.15,60.45
45,bio_oil_mezcla_033,bio_oil_mezcla,367.44,242.36,450.78,456.66,283.01,275.27,22.3,61.81
46,bio_oil_mezcla_033,bio_oil_mezcla,370.76,241.66,449.0,464.99,277.17,272.96,22.53,61.25
47,bio_oil_mezcla_033,bio_oil_mezcla,365.02,241.59,454.59,463.15,284.04,267.67,21.8,61.01
48,bio_oil_mezcla_033,bio_oil_mezcla,365.23,246.92,450.98,466.74,286.62,272.87,22.03,60.66
49,bio_oil_mezcla_033,bio_oil_mezcla,373.61,241.3,454.01,467.15,282.4,267.37,22.25,61.28
50,bio_oil_mezcla_033,bio_oil_mezcla,370.92,245.53,454.15,462.91,282.63,268.82,22.24,61.37
51,bio_oil_mezcla_033,bio_oil_mezcla,383.1,249.3,460.37,464.0,285.89,276.25,22.1,60.26
52,bio_oil_mezcla_033,bio_oil_mezcla,376.75,240.17,456.74,471.93,286.6,276.29,22.16,60.63
53,bio_oil_mezcla_033,bio_oil_mezcla,374.68,238.18,455.34,473.66,286.01,279.65,22.12,62.01
54,bio_oil_mezcla_033,bio_oil_mezcla,376.44,250.59,462.26,473.72,290.85,280.44,22.16,60.92
55,bio_oil_mezcla_033,bio_oil_mezcla,379.01,252.03,462.12,477.81,288.42,275.06,21.92,61.32
56,bio_oil_mezcla_033,bio_oil_mezcla,376.66,249.78,461.81,472.53,284.98,276.09,21.98,60.53
57,bio_oil_mezcla_033,bio_oil_mezcla,371.21,241.18,462.35,480.67,288.94,278.56,22.43,61.09
58,bio_oil_mezcla_033,bio_oil_mezcla,379.88,244.19,462.55,473.54,288.26,276.83,22.1,60.9
59,bio_oil_mezcla_033,bio_oil_mezcla,380.44,245.77,462.43,475.65,289.51,282.26,22.41,61.54
0,bio_oil_mezcla_034,bio_oil_mezcla,4.75,7.28,0.0,0.0,2.32,2.93,22.23,61.1
1,bio_oil_mezcla_034,bio_oil_mezcla,23.67,26.63,37.7,31.1,16.6,17.04,22.18,60.97
2,bio_oil_mezcla_034,bio_oil_mezcla,45.55,42.67,66.24,56.7,39.85,29.99,22.23,60.53
3,bio_oil_mezcla_034,bio_oil_mezcla,74.35,65.98,93.04,84.32,55.92,46.54,22.37,60.98
4,bio_oil_mezcla_034,bio_oil_mezcla,92.69,83.16,125.42,106.59,73.72,58.08,22.2,61.44
5,bio_oil_mezcla_034,bio_oil_mezcla,115.25,100.09,148.24,123.67,97.67,70.86,22.07,61.66
6,bio_oil_mezcla_034,bio_oil_mezcla,131.43,117.99,173.22,147.67,107.27,84.66,22.0,60.88
7,bio_oil_mezcla_034,bio_oil_mezcla,152.21,133.88,195.8,165.15,123.45,96.59,22.72,61.04
8,bio_oil_mezcla_034,bio_oil_mezcla,168.32,147.71,213.26,187.04,127.04,102.28,22.26,60.99
9,bio_oil_mezcla_034,bio_oil_mezcla,173.15,160.83,234.11,205.27,144.45,117.86,21.88,60.08
10,bio_oil_mezcla_034,bio_oil_mezcla,199.31,176.67,263.82,220.12,156.86,124.18,22.35,61.02
11,bio_oil_mezcla_034,bio_oil_mezcla,203.62,183.36,272.27,232.39,169.0,136.97,22.19,60.45
12,bio_oil_mezcla_034,bio_oil_mezcla,220.87,192.21,289.72,243.14,175.35,141.69,22.2,61.24
13,bio_oil_mezcla_034,bio_oil_mezcla,234.99,202.85,305.0,264.41,186.65,147.86,22.15,60.55
14,bio_oil_mezcla_034,bio_oil_mezcla,243.96,216.23,319.39,272.76,194.25,155.61,22.16,60.54
15,bio_oil_mezcla_034,bio_oil_mezcla,253.02,227.49,333.38,281.41,203.81,157.72,22.21,61.51
16,bio_oil_mezcla_034,bio_oil_mezcla,261.91,229.66,346.63,295.06,210.76,169.45,22.07,61.15
17,bio_oil_mezcla_034,bio_oil_mezcla,273.72,236.83,358.99,306.77,216.9,174.59,21.83,60.75
18,bio_oil_mezcla_034,bio_oil_mezcla,283.42,246.23,365.07,315.85,221.31,178.79,22.38,60.9
19,bio_oil_mezcla_034,bio_oil_mezcla,288.75,253.25,378.02,322.29,234.13,185.86,22.18,61.44
20,bio_oil_mezcla_034,bio_oil_mezcla,298.03,258.8,384.29,330.48,233.57,187.34,22.3,60.64
